Timestamp,How many years of software development experience do you have?,In what technologies are you proficient?,What university degree did you obtain?,"If applicable, what university(ies) did you attend?","What percentage of your work time do you spend developing software as opposed to performing other tasks like managing other people or projects, making sales, etc.?",Please select all that apply:,Referring to the company or project that you work for most of the time:,"If applicable, how many full-time employees does the company that you work for have?","If applicable, what's your job title at the company that you work at?","Excluding equity, how much money do you earn on a monthly basis?","Are you earning equity (stock, stock options, etc.)?"
1/16/2015 19:56:18,3 to 4 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL, UML",Ingeniero de Sistemas,university of medellin ,70%,I am unemployeed,It's exclusively a Colombian company,,,"USD$5,000 - USD$5,999",Yes
1/16/2015 6:22:40,5 to 6 years,"C#, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, SQL, Visual Basic",Ingeniero de Sistemas,,0%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,100 to 199 employees,IT Director,"USD$1,000 - USD$1,999",Yes
1/17/2015 8:42:40,> 10 years,"HTML/CSS, Java, Javascript, SQL, UML",Ingeniero de Sistemas,Universidad Catolica de Colombia,90%,"I am employed part-time, I am an entrepreneur, I'm only coding for fun",It's a multinational with presence in Colombia,>= 1000 employees,Oracle,"USD$4,000 - USD$4,999",No
1/16/2015 12:18:41,> 10 years,"BPMN, Java, Mobile apps (Android), PHP, Shell, SQL",Ingeniero de Sistemas,,80%,"I am employed full-time, I do freelance work, I am an entrepreneur",It's a multinational with presence in Colombia,>= 1000 employees,Ingeniero ECM,"USD$3,000 - USD$3,999",No
1/15/2015 13:06:23,3 to 4 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), PHP, Scala, Shell, SQL",Ingeniero de Sistemas,Escuela Colombiana de Ingenieria,70%,I do freelance work,It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",No
1/16/2015 20:05:45,6 to 7 years,"ASP .NET, Java",Ingeniero de Sistemas,autonoma de manizales,80%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,Analista de desarrollo,"USD$1,000 - USD$1,999",No
1/15/2015 11:32:25,8 to 9 years,"HTML/CSS, Javascript, Mobile apps (iOS), Objective-C, PHP, Python",Ingeniero de Sistemas,uao,100%,I am an entrepreneur,It's a multinational with presence in Colombia,< 10 employees,,"USD$6,000 - USD$6,999",Yes
1/15/2015 14:17:41,2 to 3 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, SQL, UML, Visual Basic",Ingeniero de Sistemas,Universidad del Norte,100%,I am employed part-time,It's exclusively a Colombian company,10 - 19 employees,Desarrollador,"USD$1,000 - USD$1,999",No
1/15/2015 13:23:06,7 to 8 years,"ASP .NET, C, C#, C++, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (Blackberry), Mobile apps (iOS), Mobile apps (Windows), Objective-C, PHP, SQL, UML",Ingeniero de Sistemas,,100%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,Mobile Developer,"USD$1,000 - USD$1,999",Yes
1/15/2015 18:15:39,7 to 8 years,"C++, HTML/CSS, Java, Javascript, Mobile apps (Android), Python",Ingeniero de Sistemas,Universidad de Los andes,30%,I am employed full-time,It's a multinational with presence in Colombia,< 10 employees,Interactive designer,"USD$1,000 - USD$1,999",No
1/15/2015 13:28:24,2 to 3 years,"C, C++, Java, Javascript","I took some university classes, but did not graduate",,90%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,Software Developer,USD$1 - USD$999,No
1/16/2015 5:05:28,2 to 3 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (Windows), PHP, Shell, SQL, UML",Other degree,SENA,90%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,Junior Developer,USD$1 - USD$999,No
1/15/2015 9:34:22,5 to 6 years,"HTML/CSS, Javascript, PHP, Ruby",Ingeniero de Sistemas,"Universidad de la costa, CUC",100%,"I am employed full-time, I am employed part-time, I do freelance work, I am an entrepreneur, I'm only coding for fun",It's a company located outside of Colombia,< 10 employees,Senior Web Developer,"USD$3,000 - USD$3,999",No
1/16/2015 18:16:19,9 to 10 years,"ASP .NET, C#, HTML/CSS, PHP, SQL, UML, Visual Basic",Ingeniero de Sistemas,Universitaria de Investigación y Desarrollo,100%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,100 to 199 employees,Ingeniero Analista Senior,"USD$3,000 - USD$3,999",Yes
1/16/2015 6:13:21,1 to 2 years,"HTML/CSS, Groovy, Java, PHP, SQL",Ingeniero de Sistemas,Universidad del norte,100%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,Ingeniero programador,USD$1 - USD$999,No
1/16/2015 5:28:16,1 to 2 years,"C#, Java, Javascript, SQL",Other degree,,100%,"I am employed full-time, I'm only coding for fun",It's a multinational with presence in Colombia,50 to 99 employees,Mid Developer,"USD$1,000 - USD$1,999",No
1/16/2015 12:15:56,> 10 years,"HTML/CSS, Javascript, PHP, Python, Ruby","I took some university classes, but did not graduate","taller5, lasalle college",40%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,"lider de proyectos, 8manos","USD$1,000 - USD$1,999",Yes
1/15/2015 10:52:36,2 to 3 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (Blackberry), Mobile apps (iOS), PHP, SQL",Ingeniero de Sistemas,,80%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,Ingeniero de desarrollo front end,"USD$2,000 - USD$2,999",No
1/16/2015 6:55:53,6 to 7 years,"ASP .NET, C#, Java, Javascript, PHP, Python, UML",Ingeniero de Sistemas,Universidad Tecnológica de Bolívar,80%,I do freelance work,It's a company located outside of Colombia,< 10 employees,Software Engineer,"USD$3,000 - USD$3,999",No
1/18/2015 16:22:14,7 to 8 years,SQL,Ingeniero de Sistemas,UIS,100%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,DESARROLLADOR,"USD$1,000 - USD$1,999",No
1/16/2015 12:49:06,3 to 4 years,"C#, HTML/CSS, PHP, Visual Basic","I took some university classes, but did not graduate",UIS,100%,I am employed full-time,It's exclusively a Colombian company,,Desarrollador de software,"USD$1,000 - USD$1,999",No
1/15/2015 18:18:43,7 to 8 years,"HTML/CSS, Java, Javascript, PHP, SQL",Ingeniero de Sistemas,Politécnico Grancolombiano,80%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Senior Software Engineer,"USD$2,000 - USD$2,999",Yes
1/16/2015 8:36:06,5 to 6 years,"C++, HTML/CSS, Java, Javascript, Mobile apps (Android), SQL, UML",Ingeniero de Sistemas,Pontificia Universidad Javeriana,60%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,Mobile Developer,"USD$1,000 - USD$1,999",No
1/15/2015 12:17:48,4 to 5 years,"ASP .NET, C#, C++, HTML/CSS, Javascript, Mobile apps (Windows)",Ingeniero de Sistemas,Konrad Lorenz Fundación Universitaria,100%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,500 to 999 employees,Ingeniero desarrollador,"USD$1,000 - USD$1,999",Yes
1/15/2015 11:48:35,9 to 10 years,"C#, HTML/CSS, Javascript, Mobile apps (Android), Mobile apps (iOS)",Ingeniero de Sistemas,Universidad Nacional,70%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,Front End Lead Developer,"USD$4,000 - USD$4,999",No
1/15/2015 9:51:06,> 10 years,"C, Java, Javascript, Shell, SQL, UML","I took some university classes, but did not graduate",Universidad de Medellín,80%,"I am employed full-time, I do freelance work, I am an entrepreneur",It's a company located outside of Colombia,< 10 employees,Founder :),"> USD$10,000",Yes
1/15/2015 11:10:38,> 10 years,"C, C++, Go, Java, Javascript, Perl, Shell, SQL, UML","I took some university classes, but did not graduate",Universidad de Medellín ,80%,I am employed full-time,It's a company located outside of Colombia,< 10 employees,Founder,"> USD$10,000",Yes
1/15/2015 17:50:07,< 1 year,"ASP .NET, C#, Cobol, HTML/CSS, Java, Javascript, PHP, SQL","I took some university classes, but did not graduate",Sena,60%,"I am employed full-time, I am employed part-time",It's exclusively a Colombian company,50 to 99 employees,,USD$1 - USD$999,Yes
1/16/2015 4:19:11,9 to 10 years,"HTML/CSS, Java, Javascript, Scala, SQL",Ingeniero de Sistemas,Universidad Nacional de Colombia,40%,I am employed full-time,It's a company located outside of Colombia,>= 1000 employees,Application Developer,"USD$8,000 - USD$8,999",Yes
1/15/2015 13:30:00,> 10 years,"Java, PHP","I took some university classes, but did not graduate",,100%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,senior developer,"USD$1,000 - USD$1,999",No
1/16/2015 17:19:50,2 to 3 years,"HTML/CSS, Java, Javascript, SQL","I took some university classes, but did not graduate",Universidad Nacional,60%,"I do freelance work, I'm only coding for fun, I am unemployeed",It's exclusively a Colombian company,,,USD$1 - USD$999,Yes
1/15/2015 11:45:05,3 to 4 years,"Java, UML",Ingeniero de Sistemas,Javeriana,80%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Sr. Software Engineer ,"USD$2,000 - USD$2,999",No
1/15/2015 13:21:28,7 to 8 years,"ASP .NET, C#, HTML/CSS, Javascript, SQL, Visual Basic",Ingeniero de Sistemas,Pontificia Universidad Javeriana,80%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Senior Software Engineer,"USD$2,000 - USD$2,999",Yes
1/17/2015 7:34:38,6 to 7 years,"ASP .NET, C#, HTML/CSS, PHP",Other degree,ING TELECOMUNICACIONES,90%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,DESARROLLADOR JUNIOR,USD$1 - USD$999,Yes
1/16/2015 3:02:56,6 to 7 years,"Assembly, C, C++, HTML/CSS, Java, Javascript, Python, SQL, UML",Ingeniero de Sistemas,Universidad de los Andes,60%,"I am employed full-time, I do freelance work",It's a company located outside of Colombia,10 - 19 employees,Offshore Manager and Product Manager,"USD$5,000 - USD$5,999",No
1/15/2015 13:02:11,2 to 3 years,"HTML/CSS, Javascript, PHP",Ingeniero en Multimedia,UMNG,90%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,20 to 49 employees,Font End Developer,"USD$1,000 - USD$1,999",No
1/16/2015 23:04:03,4 to 5 years,Java,Ingeniero de Sistemas,universidad católica de colombia,90%,"I am employed full-time, I do freelance work",It's a company located outside of Colombia,20 to 49 employees,desarrollador senior,"USD$2,000 - USD$2,999",Yes
1/15/2015 12:42:30,4 to 5 years,"ASP .NET, C#, C++, HTML/CSS, Java, Javascript, Matlab, PHP, SQL, UML, Visual Basic",Ingeniero de Sistemas,Tecnologico de Antioquia,30%,"I am employed part-time, I do freelance work",It's exclusively a Colombian company,200 to 499 employees,Analista,USD$1 - USD$999,No
1/17/2015 16:57:45,4 to 5 years,"HTML/CSS, Javascript, PHP",Ingeniero de Sistemas,,60%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,,"USD$1,000 - USD$1,999",Yes
1/15/2015 11:20:53,> 10 years,"Java, Perl",Ingeniero Industrial,,10%,I am an entrepreneur,It's exclusively a Colombian company,< 10 employees,,"USD$1,000 - USD$1,999",No
1/16/2015 4:12:06,> 10 years,"BPMN, C, C++, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, Scala, Shell, SQL, UML",Ingeniero de Sistemas,Universidad de los Andes,70%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Arquitecto SOA,"USD$3,000 - USD$3,999",No
1/15/2015 15:12:07,5 to 6 years,"ASP .NET, HTML/CSS, Javascript, SQL",Ingeniero de Sistemas,Universidad Industrial de santander,100%,"I am employed full-time, I do freelance work",,500 to 999 employees,Ingeniero de desarrollo,USD$1 - USD$999,No
1/16/2015 6:56:52,6 to 7 years,"HTML/CSS, Mobile apps (Android), Mobile apps (iOS), SQL","I took some university classes, but did not graduate",Utadeo,40%,I am an entrepreneur,It's exclusively a Colombian company,< 10 employees,Director,USD$1 - USD$999,Yes
1/15/2015 19:41:30,9 to 10 years,"C++, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), PHP, Ruby, SQL, UML",Ingeniero de Sistemas,UNAL,80%,"I am employed full-time, I am an entrepreneur",It's a company located outside of Colombia,< 10 employees,Co-founder and CEO,"USD$2,000 - USD$2,999",Yes
1/15/2015 10:48:29,7 to 8 years,"ASP .NET, C, C++, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Objective-C, PHP, Python, Ruby, SQL, Visual Basic",I am still in high school,,70%,"I am employed full-time, I am an entrepreneur, I'm only coding for fun",It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,Yes
1/15/2015 10:48:48,1 to 2 years,"C++, HTML/CSS, Java, Javascript, PHP",Ingeniero de Sistemas,"Javeriana, INSA (Francia)",80%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,20 to 49 employees,software developer,"USD$1,000 - USD$1,999",No
1/15/2015 10:34:00,4 to 5 years,"HTML/CSS, Javascript, PHP, SQL, UML",Ingeniero de Sistemas,,30%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,Yes
1/16/2015 9:13:15,8 to 9 years,"ASP .NET, C#, C++, HTML/CSS, Java, Javascript, PHP, Python, Ruby, Scala, SQL, UML, Visual Basic",Ingeniero de Sistemas,,100%,I am employed full-time,It's a company located outside of Colombia,20 to 49 employees,Java Developer,"USD$2,000 - USD$2,999",No
1/20/2015 15:37:26,7 to 8 years,"C++, SQL, Visual Basic",Ingeniero Industrial,UNIVERSIDAD DEL ATLANTICO,10%,I am employed part-time,,,,USD$1 - USD$999,No
1/15/2015 15:26:22,> 10 years,"HTML/CSS, PHP",Ingeniero de Sistemas,Universidad de los Andes,10%,I am an entrepreneur,It's exclusively a Colombian company,< 10 employees,General Manager,"USD$1,000 - USD$1,999",Yes
1/15/2015 19:53:23,4 to 5 years,"C, C++, Mobile apps (iOS), Objective-C",Ingeniero de Sistemas,Eafit,90%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,"CTO, iOS Leader","USD$2,000 - USD$2,999",Yes
1/21/2015 1:58:12,> 10 years,Java,Ingeniero de Sistemas,EAFIT,70%,I am employed full-time,It's a company located outside of Colombia,100 to 199 employees,Senior Software Engineer,"USD$7,000 - USD$7,999",No
1/15/2015 11:23:24,3 to 4 years,"ASP .NET, HTML/CSS, Javascript, SQL, Visual Basic","I took some university classes, but did not graduate",ECCI,100%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,Software Developer,"USD$1,000 - USD$1,999",No
1/17/2015 4:29:19,< 1 year,C++,I am still in high school,.,80%,I am employed part-time,,10 - 19 employees,.,"USD$9,000 - USD$9,999",Yes
1/19/2015 10:25:27,5 to 6 years,"Java, Mobile apps (Android), Mobile apps (Blackberry), Mobile apps (iOS), Objective-C",Ingeniero de Sistemas,Universidad autonoma,70%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,Lead developer,"USD$2,000 - USD$2,999",No
1/15/2015 23:31:25,> 10 years,"C, C++, HTML/CSS, Java, Javascript, Matlab, Mobile apps (Android), Python, Shell",Ingeniero de Sistemas,"EAFIT (BSc), Rutgers (PhD)",100%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Senior Software Engineer,"> USD$10,000",Yes
1/15/2015 15:52:27,7 to 8 years,"Java, Javascript",Ingeniero de Sistemas,Universidad Nacional Sede Medellín,10%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,>= 1000 employees,IT Infrastructure and Operations Analyst,"USD$1,000 - USD$1,999",No
1/16/2015 10:06:01,3 to 4 years,"ASP .NET, C#, HTML/CSS, Javascript, SQL",Ingeniero de Sistemas,Universidad Central,100%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,Analista de Desarrollo ,"USD$2,000 - USD$2,999",No
1/16/2015 12:31:28,4 to 5 years,"C#, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (Blackberry), Python, R, SQL, UML",Ingeniero de Sistemas,Universidad Nacional de Colombia,80%,I am employed full-time,It's a company located outside of Colombia,,,"USD$1,000 - USD$1,999",No
1/15/2015 10:48:17,9 to 10 years,"ASP .NET, C++, Java, Javascript, Mobile apps (iOS), Objective-C, PHP, Python, SQL",Ingeniero de Mecatrónica,La Salle,70%,"I do freelance work, I am an entrepreneur",It's a company located outside of Colombia,10 - 19 employees,VP of Mobile,"USD$3,000 - USD$3,999",Yes
1/18/2015 21:49:38,6 to 7 years,"C#, C++, Java, SQL, UML, Visual Basic",Ingeniero de Sistemas,Escuela colombiana de ingenieria Julio Garavito,40%,I am employed full-time,It's a company located outside of Colombia,>= 1000 employees,Service Manager,"USD$5,000 - USD$5,999",No
1/15/2015 13:22:29,7 to 8 years,"HTML/CSS, Javascript, PHP, Python, SQL",Ingeniero de Sistemas,Universidad del Valle,50%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,Director de Desarrollo,"USD$1,000 - USD$1,999",Yes
1/17/2015 10:31:57,2 to 3 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, PHP, Python, SQL",Other degree,"Universidad del Quindío, Ingeniero Electrónico",50%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Jefe de Desarrollo,USD$1 - USD$999,Yes
1/16/2015 5:36:21,1 to 2 years,"C, C#, C++, HTML/CSS, Java, PHP, Python, SQL, UML",Ingeniero de Sistemas,,90%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 10:13:07,2 to 3 years,"PHP, Python, SQL",Other degree,Universidad del Valle,80%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,Web Developer,"USD$2,000 - USD$2,999",Yes
1/16/2015 15:54:40,> 10 years,"C++, Cobol, HTML/CSS, Java, Javascript, PHP, Python, Ruby, SQL, UML",Ingeniero de Sistemas,Universidad Piloto de Colombia,70%,I am employed part-time,It's exclusively a Colombian company,>= 1000 employees,Software QA and Tuning Engineer,"USD$3,000 - USD$3,999",No
